_id|isPb|wpm|acc|rawWpm|consistency|charStats|mode|mode2|quoteLength|restartCount|testDuration|afkDuration|incompleteTestSeconds|punctuation|numbers|language|funbox|difficulty|lazyMode|blindMode|bailedOut|tags|timestamp
658812e8a65b7d25a1402f48||82.35|94.69|89.54|76.82|103,4,0,0|time|15|-1|4|15.01|0|3.49|false|false|english|none|normal|false|false|false||1703416552000
658812cea65b7d25a1402e6d||81.57|94.55|84.77|72.88|102,2,0,0|time|15|-1|4|15.01|0|11.49|false|false|english|none|normal|false|false|false||1703416526000
658812a9a65b7d25a1402d4e||78.38|93.46|82.38|73.97|98,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1703416489000
6587b1c2a65b7d25a13da03d||63.98|94.19|63.98|67.24|80,0,0,0|time|15|-1|8|15.01|0|31.78|false|false|english|none|normal|false|false|false||1703391682000
6587b18ba65b7d25a13d9ebb||63.17|96.34|63.17|69.49|79,0,0,0|time|15|-1|1|15.01|0|1.87|false|false|english|none|normal|false|false|false||1703391627000
6587b178a65b7d25a13d9e51||57.57|92.68|63.97|66.7|72,1,1,1|time|15|-1|6|15.01|0|11.67|false|false|english|none|normal|false|false|false||1703391608000
658311b9a65b7d25a118971a||64.75|93.55|72.75|66.07|81,3,0,0|time|15|-1|13|15.01|0|21.96|false|false|english|none|normal|false|false|false||1703088569000
65831189a65b7d25a118945d||70.35|95.7|70.35|67.64|88,0,0,0|time|15|-1|9|15.01|0|22.1|false|false|english|none|normal|false|false|false||1703088521000
6583115ca65b7d25a11891ec||67.99|92.78|75.18|75.47|85,2,1,0|time|15|-1|5|15|0|23.35|false|false|english|none|normal|false|false|false||1703088476000
65831131a65b7d25a1188f85||69.55|91.92|75.15|62.98|87,3,0,1|time|15|-1|16|15.01|0|64.87|false|false|english|none|normal|false|false|false||1703088433000
658310d3a65b7d25a1188a91||63.15|100|63.15|78.67|79,0,0,0|time|15|-1|51|15.01|0|187.2|false|false|english|none|normal|false|false|false||1703088339000
65830f60a65b7d25a1187691||78.35|96.08|78.35|70.99|98,0,0,0|time|15|-1|29|15.01|0|72.82|false|false|english|none|normal|false|false|false||1703087968000
65830ee0a65b7d25a1186fa6||79.95|100|79.95|86.96|100,0,0,0|time|15|-1|19|15.01|0|50.07|false|false|english|none|normal|false|false|false||1703087840000
65830e8fa65b7d25a1186b3b||73.52|91.51|83.9|75.51|92,6,0,0|time|15|-1|41|15.02|0|111.14|false|false|english|none|normal|false|false|false||1703087759000
65830df1a65b7d25a1186282||87.94|95.69|91.14|84.01|110,2,0,0|time|15|-1|3|15.01|0|15.24|false|false|english|none|normal|false|false|false||1703087601000
65830dd0a65b7d25a11860ac||73.52|98.92|73.52|61.31|92,0,0,0|time|15|-1|6|15.02|0|11.47|false|false|english|none|normal|false|false|false||1703087568000
65830db0a65b7d25a1185eb4||78.37|97.03|78.37|72.63|98,0,0,0|time|15|-1|6|15.01|0|55.38|false|false|english|none|normal|false|false|false||1703087536000
65830d63a65b7d25a1185a6b||80.76|95.28|80.76|76.62|101,0,0,0|time|15|-1|4|15.01|0|4.35|false|false|english|none|normal|false|false|false||1703087459000
65830d48a65b7d25a118590e||75.15|94.95|75.15|69.8|94,0,0,0|time|15|-1|13|15.01|0|31.88|false|false|english|none|normal|false|false|false||1703087432000
65830d0ea65b7d25a11855be||75.16|95|75.16|65.95|94,0,0,0|time|15|-1|4|15.01|0|10.66|false|false|english|none|normal|false|false|false||1703087374000
65830cf5a65b7d25a1185437||67.19|92.31|67.19|65.19|84,0,0,0|time|15|-1|9|15|0|21.15|false|false|english|none|normal|false|false|false||1703087349000
65830cc4a65b7d25a118516f||83.98|93.75|83.98|71.97|105,0,0,0|time|15|-1|4|15|0|12.94|false|false|english|none|normal|false|false|false||1703087300000
652a912a438cfd693db85c73||75.98|97.45|75.98|69.97|190,0,0,0|time|30|-1|6|30.01|0|12.69|false|false|english|none|normal|false|false|false||1697288490000
652a90f8438cfd693db85b2f||75.15|97.42|75.15|72.13|188,0,0,0|time|30|-1|8|30.02|0|21.41|false|false|english|none|normal|false|false|false||1697288440000
652a7d29438cfd693d8bb5af||73.57|97.38|73.57|73.26|184,0,0,0|time|30|-1|31|30.01|0|125.15|false|false|english|none|normal|false|false|false||1697283369000
652a7bab438cfd693d845289||75.17|95.92|75.17|60.36|188,0,0,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1697282987000
652a7b8c438cfd693d8451c1||81.58|97.16|82.78|69.18|204,2,0,0|time|30|-1|13|30.01|0|46.43|false|false|english|none|normal|false|false|false||1697282956000
6527f6a9438cfd693d2f6ea8||72.78|95.96|78.38|60.59|91,3,0,0|time|15|-1|7|15|1|26.1|false|false|english|none|normal|false|false|false||1697117865000
652554284cb4fabb7d200589||75.99|91.67|81.59|76.65|95,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696945192000
652554144cb4fabb7d200490||78.38|93.64|87.18|74.77|98,4,0,1|time|15|-1|3|15|0|4.68|false|false|english|none|normal|false|false|false||1696945172000
652553cf4cb4fabb7d200110||48.79|100|48.79|67.06|61,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696945103000
652553b54cb4fabb7d1fffdc||49.59|92.54|49.59|65.45|62,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696945077000
6525539e4cb4fabb7d1ffec9||33.6|83.02|38.39|50.68|42,3,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696945054000
652553894cb4fabb7d1ffdc3||48|95.52|52.8|80.2|60,0,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696945033000
6525536e4cb4fabb7d1ffc7a||47.19|96.83|50.39|65.02|59,1,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696945006000
6525535a4cb4fabb7d1ffb65||39.19|89.23|51.99|79.94|49,5,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944986000
652553214cb4fabb7d1ff87d||54.39|98.59|56.79|78.92|68,1,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944929000
6525530b4cb4fabb7d1ff762||34.4|82.14|43.99|60.33|43,1,8,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944907000
652552f64cb4fabb7d1ff65b||45.59|93.85|51.99|75.19|57,2,1,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944886000
652552e34cb4fabb7d1ff557||43.99|96.49|43.99|52.8|55,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944867000
652552ce4cb4fabb7d1ff45c||43.99|95.31|51.19|68.6|55,2,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944846000
652552b94cb4fabb7d1ff35e||42.39|98.15|42.39|63.72|53,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944825000
652552a04cb4fabb7d1ff21c||36.8|92.73|41.59|60.6|46,1,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1696944800000
652552884cb4fabb7d1ff0e3||31.98|91.3|34.38|59.7|40,1,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1696944776000
652552444cb4fabb7d1fed87||89.53|100|89.53|83.15|112,0,0,0|time|15|-1|3|15.01|0|14.9|false|false|english|none|normal|false|false|false||1696944708000
6515033436bd0a3b02fd45fa||75.18|93.14|75.18|65.96|94,0,0,0|time|15|-1|4|15|0|11.3|false|false|english|none|normal|false|false|false||1695875892000
6515031336bd0a3b02fd451d||83.15|95.5|86.35|74.46|104,2,0,0|time|15|-1|9|15.01|0|25.71|false|false|english|none|normal|false|false|false||1695875859000
651502d436bd0a3b02fd433f||70.4|91.84|70.4|56.08|88,0,0,0|time|15|-1|4|15|0|14.17|false|false|english|none|normal|false|false|false||1695875796000
6512e79057fd4d7aac456821||78.36|95.15|78.36|66.85|98,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1695737744000
6512e77d57fd4d7aac41cbc9||94.36|98.33|94.36|77.18|118,0,0,0|time|15|-1|15|15.01|0|58.61|false|false|english|none|normal|false|false|false||1695737725000
6512e2af57fd4d7aac36b890||79.12|97.2|83.12|71.11|99,0,0,1|time|15|-1|4|15.02|0|25.3|false|false|english|none|normal|false|false|false||1695736494000
650da805daab84819f95af27||35.04|96.39|35.04|55.38|614,0,0,0|quote|2124|3|11|210.3|1|176.51|false|false|english|none|normal|false|false|false||1695393797000
650da076daab84819f86ec9c||32.8|94.76|32.8|52.09|625,0,0,0|quote|3173|3|2|228.63|2|4.25|false|false|english|none|normal|false|false|false||1695391862000
650d9f75daab84819f86dfda||31.82|93.49|31.82|52.29|758,0,0,0|quote|3076|3|1|285.84|1|1.99|false|false|english|none|normal|false|false|false||1695391605000
650d9e39daab84819f86ce74||34.27|95.09|34.27|50.93|658,0,0,0|quote|3675|3|34|230.42|4|104.25|false|false|english|none|normal|false|false|false||1695391289000
650d9a48daab84819f783d8f||76.75|95.1|79.95|68.6|96,2,0,0|time|15|-1|10|15.01|0|33.66|false|false|english|none|normal|false|false|false||1695390280000
650d9a09daab84819f7839e0||81.56|95.33|81.56|69.78|102,0,0,0|time|15|-1|8|15.01|0|26.19|false|false|english|none|normal|false|false|false||1695390217000
650c62badaab84819ff65caa||29.95|88.38|29.95|52.39|818,0,0,0|quote|4582|3|3|327.73|0|31.45|false|false|english|none|normal|false|false|false||1695310522000
650c6131daab84819fef1b37||34.67|97.47|34.67|60.76|616,0,0,0|quote|4107|3|2|213.19|0|9.79|false|false|english|none|normal|false|false|false||1695310129000
650c5cf2daab84819fe7b6f4||31.29|93.43|31.29|53.1|679,0,0,0|quote|5150|3|6|260.39|1|63.71|false|false|english|none|normal|false|false|false||1695309042000
650c583fdaab84819fe048dc||31.59|86.81|31.59|50.12|79,0,0,0|time|30|-1|6|30.01|0|58.68|false|false|english|none|normal|false|false|false||1695307839000
650c57d9daab84819fe04354||38.4|95.05|38.4|66.15|96,0,0,0|time|30|-1|2|30|0|3.13|false|false|english|none|normal|false|false|false||1695307737000
650c57acdaab84819fe040c8||36|92.78|36|56.53|90,0,0,0|time|30|-1|0|30|0|0|false|false|english|none|normal|false|false|false||1695307692000
650c5789daab84819fe03ec4||33.59|94.57|35.59|51.76|84,1,0,0|time|30|-1|3|30.01|1|29.69|false|false|english|none|normal|false|false|false||1695307657000
650c5741daab84819fe03ac7||36.79|97.03|39.59|70.82|92,0,1,0|time|30|-1|3|30.01|0|6.11|false|false|english|none|normal|false|false|false||1695307585000
650c5711daab84819fe0383b||34.8|90.72|34.8|63.69|87,0,0,0|time|30|-1|1|30|0|1.58|false|false|english|none|normal|false|false|false||1695307537000
650c56dfdaab84819fd909d4||39.19|97.03|39.19|70.82|98,0,0,0|time|30|-1|19|30.01|0|291.78|false|false|english|none|normal|false|false|false||1695307487000
650b09c0daab84819f2b6bff||31.94|92.39|31.94|51.8|615,0,0,0|quote|2585|3|4|231.05|2|51.23|false|false|english|none|normal|false|false|false||1695222208000
650b0890daab84819f2432a1||29.42|94.24|29.42|53.45|699,0,0,0|quote|2017|3|3|285.12|3|83.12|false|false|english|none|normal|false|false|false||1695221904000
65032013b3a5cd152611c0ad||32.48|94.37|32.48|53.64|671,0,0,0|quote|2983|3|0|247.89|3|0|false|false|english|none|normal|false|false|false||1694703635000
65031f0eb3a5cd15260a950d||31.5|95.51|31.5|51.56|660,0,0,0|quote|1626|3|2|251.41|1|119.51|false|false|english|none|normal|false|false|false||1694703374000
65031928b3a5cd152603250c||30.92|95.08|30.92|50.51|634,0,0,0|quote|4100|3|3|246.09|7|35.03|false|false|english|none|normal|false|false|false||1694701864000
6501c9111f44667c8e01006f||38.5|94.15|38.5|66.3|385,0,0,0|time|120|-1|32|120.01|0|252.72|false|false|english|none|normal|false|false|false||1694615825000
6501c7091f44667c8ef9c9ee||78.38|96.12|80.78|76.3|98,2,0,0|time|15|-1|1|15|0|1.86|false|false|english|none|normal|false|false|false||1694615305000
6501c6f61f44667c8ef9c8cc||67.98|88.35|78.37|64.39|85,4,1,1|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1694615286000
6501c18a1f44667c8ef26041||36.08|97.54|36.08|59.63|634,0,0,0|quote|6512|3|5|210.86|5|143.28|false|false|english|none|normal|false|false|false||1694613898000
65006d131f44667c8e35942e||32.78|95.26|32.78|56.9|683,0,0,0|quote|3752|3|0|250.06|4|0|false|false|english|none|normal|false|false|false||1694526739000
65006be41f44667c8e35849c||30.11|94.01|30.11|51.87|843,0,0,0|quote|5285|3|1|335.93|3|14.36|false|false|english|none|normal|false|false|false||1694526436000
65006a691f44667c8e2e5862||32.02|95.83|32.02|55.66|735,0,0,0|quote|2605|3|0|275.41|0|0|false|false|english|none|normal|false|false|false||1694526057000
650069491f44667c8e2e499c||29.49|95.31|29.49|47.56|629,0,0,0|quote|1477|3|0|255.92|4|0|false|false|english|none|normal|false|false|false||1694525769000
64ff22cd1f44667c8e8f71c3||31.35|94.59|31.35|53.56|625,0,0,0|quote|3173|3|2|239.21|1|7.4|false|false|english|none|normal|false|false|false||1694442189000
64ff21ae1f44667c8e8f61e9||32.5|95.15|32.5|52.07|607,0,0,0|quote|2225|3|2|224.11|2|35.18|false|false|english|none|normal|false|false|false||1694441902000
64ff1ede1f44667c8e88238a||30|93.79|30|48.74|947,0,0,0|quote|5485|3|2|378.84|13|75.59|false|false|english|none|normal|false|false|false||1694441182000
64ff1cea1f44667c8e80f150||30.85|95.02|30.85|51.34|684,0,0,0|quote|6335|3|1|266.05|5|2.14|false|false|english|none|normal|false|false|false||1694440682000
64fec5161f44667c8ecca47e||85.51|97.35|89.51|77.33|107,2,0,0|time|15|-1|11|15.02|0|35.47|false|false|english|none|normal|false|false|false||1694418198000
64fec4d61f44667c8ecca2dc||81.57|97.27|87.96|75.27|102,2,0,0|time|15|-1|6|15.01|0|10.91|false|false|english|none|normal|false|false|false||1694418134000
64fdf1081f44667c8e1e24da||73.56|92.45|81.55|74.97|92,3,1,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1694363912000
64fdf0f71f44667c8e1e2448||76.75|95.19|79.95|69.99|96,0,0,1|time|15|-1|7|15.01|0|25.58|false|false|english|none|normal|false|false|false||1694363895000
64fdf0c71f44667c8e1e22a4||72.73|93.88|72.73|63.85|91,0,0,0|time|15|-1|15|15.02|0|53.33|false|false|english|none|normal|false|false|false||1694363847000
64fdf0481f44667c8e1e1e2c||77.52|93.27|77.52|78.63|97,0,0,0|time|15|-1|5|15.02|0|21.01|false|false|english|none|normal|false|false|false||1694363720000
64fdf01f1f44667c8e1e1cc1||69.54|89.11|74.33|71.07|87,2,0,0|time|15|-1|14|15.01|0|69.88|false|false|english|none|normal|false|false|false||1694363679000
64fdefbe1f44667c8e1e199a||81.57|98.08|81.57|70.93|102,0,0,0|time|15|-1|9|15.01|0|23|false|false|english|none|normal|false|false|false||1694363582000
64fdd11c1f44667c8edd5d12||34.58|96.4|34.58|58.89|615,0,0,0|quote|2585|3|0|213.41|0|0|false|false|english|none|normal|false|false|false||1694355740000
64fdd0301f44667c8edd552d||31.72|95.09|31.72|55.02|831,0,0,0|quote|4518|3|2|314.38|2|77.12|false|false|english|none|normal|false|false|false||1694355504000
64fdcbca1f44667c8ecf0649||30.8|94.07|30.8|48.37|679,0,0,0|quote|5150|3|0|264.57|8|0|false|false|english|none|normal|false|false|false||1694354378000
64fdcaab1f44667c8ecefc8f||31.84|93.82|31.84|53.2|607,0,0,0|quote|2225|3|0|228.76|3|0|false|false|english|none|normal|false|false|false||1694354091000
64fdc9a61f44667c8ecef3e9||30.88|96.03|30.88|55|820,0,0,0|quote|4866|3|1|318.66|0|13.19|false|false|english|none|normal|false|false|false||1694353830000
64fc870b1f44667c8e3bbcfb||29.89|94.02|30.08|55.65|935,1,1,0|quote|6372|3|1|375.42|3|5.85|false|false|english|none|normal|false|false|false||1694271243000
64fc84f51f44667c8e381fe9||29.83|92.83|29.97|49.41|861,0,0,1|quote|2515|3|2|346.32|3|32.5|false|false|english|none|normal|false|false|false||1694270709000
64fc835a1f44667c8e3488d6||31.88|94.53|31.88|55.4|605,0,0,0|quote|4248|3|3|227.71|2|22.12|false|false|english|none|normal|false|false|false||1694270298000
64fc82301f44667c8e347ec9||39.97|98.04|39.97|72|50,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1694270000000
64fb1c181f44667c8e58112b||72.73|93.07|76.73|69.58|91,1,0,0|time|15|-1|46|15.01|0|131.1|false|false|english|none|normal|false|false|false||1694178328000
64fb1ad81f44667c8e547916||73.55|94.06|77.54|73.73|92,0,2,0|time|15|-1|15|15.01|0|24.6|false|false|english|none|normal|false|false|false||1694178008000
64fb1aa11f44667c8e50eef0||86.37|95.58|86.37|74.41|108,0,0,0|time|15|-1|3|15.01|0|9.79|false|false|english|none|normal|false|false|false||1694177953000
64fb1a831f44667c8e50edae||82.33|98.1|82.33|79.8|103,0,0,0|time|15|-1|6|15.01|0|138.36|false|false|english|none|normal|false|false|false||1694177923000
64f9d5121f44667c8ebc1be2||29.24|94.5|29.24|47.8|667,0,0,0|quote|5140|3|1|273.7|5|36.92|false|false|english|none|normal|false|false|false||1694094610000
64f9d3bd1f44667c8eb4fc6d||30.68|94.53|31.12|54.15|629,0,0,1|quote|3614|3|1|246.03|0|2.46|false|false|english|none|normal|false|false|false||1694094269000
64f9d29b1f44667c8eb4eea6||29.22|96.02|29.22|52.57|843,0,0,0|quote|5285|3|1|346.25|5|31.51|false|false|english|none|normal|false|false|false||1694093979000
64f87ea11f44667c8efd121c||83.12|98.11|83.12|77.2|104,0,0,0|time|15|-1|18|15.02|0|36.6|false|false|english|none|normal|false|false|false||1694006945000
64f87e5a1f44667c8efd0eea||73.54|93.33|82.33|76.67|92,4,0,0|time|15|-1|40|15.01|0|144.77|false|false|english|none|normal|false|false|false||1694006874000
64f7f0f21f44667c8edec9d8||84.74|97.39|91.93|85.19|106,2,0,1|time|15|-1|9|15.01|0|24.77|false|false|english|none|normal|false|false|false||1693970674000
64f7f0bd1f44667c8edec84b||84.76|100|84.76|76.62|106,0,0,0|time|15|-1|21|15.01|0|67.18|false|false|english|none|normal|false|false|false||1693970621000
64f7f0581f44667c8edec5ad||82.31|100|82.31|78.16|103,0,0,0|time|15|-1|29|15.02|0|111.2|false|false|english|none|normal|false|false|false||1693970520000
64f7efba1f44667c8edec19b||75.98|97.94|75.98|76.13|95,0,0,0|time|15|-1|1|15|0|2.81|false|false|english|none|normal|false|false|false||1693970362000
64f7efa61f44667c8edec113||82.36|100|82.36|77.52|103,0,0,0|time|15|-1|3|15.01|0|11.98|false|false|english|none|normal|false|false|false||1693970342000
64f7ef861f44667c8edec060||74.37|97.89|74.37|70.79|93,0,0,0|time|15|-1|3|15.01|0|3.19|false|false|english|none|normal|false|false|false||1693970310000
64f7ef701f44667c8edebfcf||79.97|97.09|79.97|80.2|100,0,0,0|time|15|-1|2|15.01|0|2.22|false|false|english|none|normal|false|false|false||1693970288000
64f7ef5c1f44667c8edebf53||79.18|99.01|79.18|69.1|99,0,0,0|time|15|-1|1|15|0|2.17|false|false|english|none|normal|false|false|false||1693970268000
64f7ef481f44667c8edebec4||75.18|97.92|75.18|82.14|94,0,0,0|time|15|-1|2|15|0|4.49|false|false|english|none|normal|false|false|false||1693970248000
64f7ef321f44667c8edebe2b||73.59|97.92|73.59|77.32|92,0,0,0|time|15|-1|2|15|0|12.07|false|false|english|none|normal|false|false|false||1693970226000
64f7ef141f44667c8edebd51||76.78|98.97|76.78|78.23|96,0,0,0|time|15|-1|4|15|0|22.93|false|false|english|none|normal|false|false|false||1693970196000
64f742541f44667c8e78a9b3||29.54|93.94|29.54|50.27|834,0,0,0|quote|6077|3|0|338.75|6|0|false|false|english|none|normal|false|false|false||1693925972000
64f73ff91f44667c8e788bef||30.95|94.52|30.95|53.11|618,0,0,0|quote|1386|3|8|239.58|2|63.06|false|false|english|none|normal|false|false|false||1693925369000
64f73e761f44667c8e716e9a||31.9|93.77|31.9|55.57|628,0,0,0|quote|2504|3|1|236.25|1|106.75|false|false|english|none|normal|false|false|false||1693924982000
64f73ccf1f44667c8e71591a||31.35|93.82|31.35|54.13|729,0,0,0|quote|5951|3|2|279.01|2|15.28|false|false|english|none|normal|false|false|false||1693924559000
64f55d7f8b8ee6432106708b||75.96|95|75.96|72.8|95,0,0,0|time|15|-1|6|15.01|0|8.59|false|false|english|none|normal|false|false|false||1693801855000
64f55d618b8ee64321066fb4||78.39|96.08|78.39|75.87|98,0,0,0|time|15|-1|2|15|0|5.82|false|false|english|none|normal|false|false|false||1693801825000
64f55d498b8ee6432102ea3c||68.75|93.55|70.35|65.07|86,2,0,0|time|15|-1|49|15.01|0|177.01|false|false|english|none|normal|false|false|false||1693801801000
64f55c5e8b8ee64321ff608c||82.36|97.2|84.76|76.06|103,2,0,0|time|15|-1|13|15.01|0|52.39|false|false|english|none|normal|false|false|false||1693801566000
64f55c0d8b8ee64321ff5e7b||79.94|97.09|79.94|68.16|100,0,0,0|time|15|-1|21|15.01|0|84.59|false|false|english|none|normal|false|false|false||1693801485000
64f55b938b8ee64321ff5b95||79.16|95.19|79.16|81.4|99,0,0,0|time|15|-1|10|15.01|0|33.97|false|false|english|none|normal|false|false|false||1693801363000
64f34b455123776c1c5986d9||31.13|95.69|31.13|51.02|729,0,0,0|quote|5951|3|1|281.06|6|55.79|false|false|english|none|normal|false|false|false||1693666117000
64f349d75123776c1c52758d||27.72|93.15|27.72|50.39|608,0,0,0|quote|4498|3|2|263.2|0|25.04|false|false|english|none|normal|false|false|false||1693665751000
64f3474e5123776c1c52603e||28.1|95.94|28.1|46.48|661,0,0,0|quote|5515|3|6|282.24|10|174.29|false|false|english|none|normal|false|false|false||1693665102000
64f2ab925123776c1c1282d6||88.83|100|88.83|69.69|54,0,0,0|words|10|-1|1|7.3|0|4.74|false|false|english|none|normal|false|false|false||1693625234000
64f2ab845123776c1c12828b||72.75|94.12|72.75|61.56|48,0,0,0|words|10|-1|44|7.92|0|99.47|false|false|english|none|normal|false|false|false||1693625220000
64f2aacc5123776c1c127ea7||71.12|96.74|71.12|70.92|89,0,0,0|time|15|-1|21|15.02|0|60.48|false|false|english|none|normal|false|false|false||1693625036000
64f2aa6c5123776c1c127c98||70.32|94.74|73.52|64.16|88,1,1,0|time|15|-1|34|15.02|0|86.22|false|false|english|none|normal|false|false|false||1693624940000
64f2a9df5123776c1c12797a||78.34|100|78.34|78.45|98,0,0,0|time|15|-1|30|15.01|0|94.98|false|false|english|none|normal|false|false|false||1693624799000
64f2a9545123776c1c12763a||80.77|95.33|84.77|74.47|101,4,0,0|time|15|-1|1|15.01|0|0.35|false|false|english|none|normal|false|false|false||1693624660000
64f2a9425123776c1c1275be||85.56|98.17|85.56|75.66|107,0,0,0|time|15|-1|3|15.01|0|9.49|false|false|english|none|normal|false|false|false||1693624642000
64f2a9265123776c1c127518||73.54|93.88|73.54|67.48|92,0,0,0|time|15|-1|71|15.01|0|238.51|false|false|english|none|normal|false|false|false||1693624614000
64f2a7cc5123776c1c0b68c7||86.23|95.58|86.23|76.82|108,0,0,0|time|15|-1|7|15.03|0|15.75|false|false|english|none|normal|false|false|false||1693624268000
64f2a7a35123776c1c0b67e9||65.59|96.78|66.59|70.94|328,1,0,0|time|60|-1|7|60.01|0|31.24|false|false|english|none|normal|false|false|false||1693624227000
64f197c50cc38ce3bb2097dd||66.99|92.58|67.79|61.73|335,3,0,0|time|60|-1|44|60.01|0|194.98|false|false|english|none|normal|false|false|false||1693554629000
64f196410cc38ce3bb1989bd||76.78|93.2|79.18|66.01|96,3,0,0|time|15|-1|7|15|0|15.84|false|false|english|none|normal|false|false|false||1693554241000
64f1961c0cc38ce3bb1988e4||76.78|97.09|81.58|75.13|96,1,0,1|time|15|-1|13|15|0|76.8|false|false|english|none|normal|false|false|false||1693554204000
64f195b40cc38ce3bb19863d||77.59|97.98|77.59|76.01|97,0,0,0|time|15|-1|4|15|0|10.07|false|false|english|none|normal|false|false|false||1693554100000
64f195950cc38ce3bb19857d||87.16|99.12|90.36|84.77|109,1,0,0|time|15|-1|2|15.01|0|2.43|false|false|english|none|normal|false|false|false||1693554069000
64f195800cc38ce3bb1984f7||79.97|98.13|85.57|82.37|100,1,0,0|time|15|-1|18|15.01|0|79.09|false|false|english|none|normal|false|false|false||1693554048000
64f195110cc38ce3bb1981fe||80.78|96.19|82.38|63.87|101,2,0,0|time|15|-1|12|15|0|37.43|false|false|english|none|normal|false|false|false||1693553937000
64f194d10cc38ce3bb198043||83.98|98.13|83.98|81.64|105,0,0,0|time|15|-1|0|15|0|0|false|false|english|none|normal|false|false|false||1693553873000
64f194c10cc38ce3bb197fd7||86.38|99.08|86.38|70.5|108,0,0,0|time|15|-1|2|15|0|2.23|false|false|english|none|normal|false|false|false||1693553857000
64f194ac0cc38ce3bb197f57||79.94|100|79.94|79.75|100,0,0,0|time|15|-1|7|15.01|0|36.88|false|false|english|none|normal|false|false|false||1693553836000
64f194710cc38ce3bb197de7||78.35|95.33|83.94|77.18|98,2,0,0|time|15|-1|1|15.01|0|3.64|false|false|english|none|normal|false|false|false||1693553777000
64f1945c0cc38ce3bb197d5a||82.38|100|82.38|79.5|103,0,0,0|time|15|-1|1|15|0|2.46|false|false|english|none|normal|false|false|false||1693553756000
64f194480cc38ce3bb197cea||69.57|97.78|69.57|69.57|87,0,0,0|time|15|-1|9|15.01|0|36.69|false|false|english|none|normal|false|false|false||1693553736000
64f194090cc38ce3bb197b53||79.16|98.02|79.16|78.67|99,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1693553673000
64f193f80cc38ce3bb197ada||75.16|96.91|75.16|67.15|94,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1693553656000
64f193e80cc38ce3bb197a6b||76.78|96.97|76.78|73.58|96,0,0,0|time|15|-1|1|15|0|0.88|false|false|english|none|normal|false|false|false||1693553640000
64f193d40cc38ce3bb1979dc||87.18|96.55|92.78|81.43|109,3,0,1|time|15|-1|3|15|0|7.96|false|false|english|none|normal|false|false|false||1693553620000
64f193b10cc38ce3bb1978c5||79.95|98.04|79.95|79.77|100,0,0,0|time|15|-1|0|15.01|0|0|false|false|english|none|normal|false|false|false||1693553585000
64f160c20cc38ce3bbaeee2f||71.15|94.68|71.15|71.78|89,0,0,0|time|15|-1|12|15.01|0|43.53|false|false|english|none|normal|false|false|false||1693540546000
64f1607c0cc38ce3bbaeec21||73.57|95.83|73.57|75.93|92,0,0,0|time|15|-1|33|15.01|0|140.1|false|false|english|none|normal|false|false|false||1693540476000
64f15e300cc38ce3bba7d943||79.15|97.06|79.15|76.47|99,0,0,0|time|15|-1|8|15.01|0|29.39|false|false|english|none|normal|false|false|false||1693539888000
64f15dfb0cc38ce3bba7d7f8||87.17|100|87.17|80.89|109,0,0,0|time|15|-1|3|15.01|0|7.91|false|false|english|none|normal|false|false|false||1693539835000
64f093c883e8f7f36fa9a7b6||68.78|95.7|71.98|73.53|86,1,0,0|time|15|-1|6|15|0|17.29|false|false|english|none|normal|false|false|false||1693488072000
64f093a183e8f7f36fa9a605||75.14|98.04|81.54|75.87|94,1,0,1|time|15|-1|24|15.01|0|58.89|false|false|english|none|normal|false|false|false||1693488033000
64f0932883e8f7f36fa9a097||80.76|98.13|85.55|76.62|101,1,0,1|time|15|-1|41|15.01|0|100.85|false|false|english|none|normal|false|false|false||1693487912000
